t,wall_time,desired_torque,output_angle,output_velocity,current,output_torque,mosfet_temperature
0.0009999275207519531,0.00128173828125,0.11862234639147927,0.5395971618219271,-0.01025641025641022,-0.0031858074975819476,-0.013831501831501784,66
0.0019998550415039062,0.002189159393310547,0.23517258538177774,-0.0001907377737087046,-0.0219780219780219,0.005309679162636579,0.02305250305250297,66
0.0029997825622558594,0.003148794174194336,0.3476404402397623,-0.0001907377737087046,0.00146520146520146,0.005309679162636579,0.02305250305250297,66
0.0039997100830078125,0.004128456115722656,0.4541372303638874,-0.0001907377737087046,0.01904761904761898,0.024424524148128263,0.10604151404151366,66
0.004999637603759766,0.005117177963256836,0.5529515770522676,-0.0001907377737087046,0.01318681318681314,0.04353936913361994,0.18903052503052434,66
0.005999565124511719,0.006097078323364258,0.6425991941318122,-0.0001907377737087046,0.01025641025641022,0.058406470789002365,0.25357753357753265,66
0.006999492645263672,0.0071239471435546875,0.7218651105311067,-0.0001907377737087046,0.03369963369963358,0.07964518743954868,0.34578754578754456,66
0.007999420166015625,0.008124351501464844,0.789836930952679,0.0001907377737087046,0.0805860805860803,0.10513164742020427,0.4564395604395588,66
0.008999347686767578,0.009102344512939453,0.84592804748597,0.0001907377737087046,0.1098901098901095,0.12424649240569595,0.5394285714285695,66
0.009999275207519531,0.010083675384521484,0.8898900587439562,0.0001907377737087046,0.13626373626373667,0.1433613373911886,0.6224175824175844,66
0.010999202728271484,0.011081218719482422,0.9218140220705209,0.0005722133211261138,0.17435897435897463,0.14760908072129786,0.6408595848595867,66
0.011999130249023438,0.012082338333129883,0.9421205458520472,0.0005722133211261138,0.22124542124542135,0.16035231071162565,0.696185592185594,66
0.01299905776977539,0.013077020645141602,0.9515391098461651,0.000953688868543523,0.3003663003663002,0.17309554070195343,0.7515115995116011,66
0.013998985290527344,0.014075994491577148,0.9510773686074289,0.0013351644159609322,0.3472527472527469,0.18159102736217198,0.7883956043956059,66
0.014998912811279297,0.015074729919433594,0.9419815339136849,0.0017166399633783413,0.35604395604395567,0.1837148990272266,0.797616605616607,66
0.01599884033203125,0.016076087951660156,0.9256892348583199,0.0024795910582131597,0.44981684981685,0.18583877069228122,0.8068376068376081,66
0.016998767852783203,0.017075777053833008,0.9037765085673584,0.002861066605630569,0.4761904761904763,0.1837148990272266,0.797616605616607,66
0.017998695373535156,0.018074512481689453,0.8779007715945405,0.003242542153047978,0.5435897435897434,0.18796264235733587,0.8160586080586094,66
