t,desired_torque,output_angle,output_velocity,current,output_torque,mosfet_temperature
0.0009999275207519531,0.19770391065246545,0.0017166399633783413,0.00439560439560438,0.0010619358325273157,0.004610500610500594,66
0.0019998550415039062,0.3919543089696296,-0.0001907377737087046,-0.01611721611721606,-0.005309679162636579,-0.02305250305250297,66
0.0029997825622558594,0.5794007337329372,-0.0001907377737087046,-0.01904761904761898,-0.0010619358325273157,-0.004610500610500594,66
0.0039997100830078125,0.7568953839398123,-0.0001907377737087046,0.01318681318681314,0.011681294157800472,0.050715506715506536,66
0.004999637603759766,0.9215859617537793,-0.0001907377737087046,0.01611721611721606,0.03716775413845605,0.16136752136752078,66
0.005999565124511719,1.0709986568863537,-0.0001907377737087046,0.04835164835164818,0.07327357244438479,0.318124542124541,66
0.006999492645263672,1.2031085175518443,-0.0001907377737087046,0.06007326007325986,0.11362713408042278,0.4933235653235636,66
0.007999420166015625,1.3163948849211318,0.0001907377737087046,0.1098901098901095,0.13911359406107934,0.6039755799755822,66
0.008999347686767578,1.4098800791432833,0.0001907377737087046,0.1245421245421241,0.1773432840320627,0.7699536019536034,66
0.009999275207519531,1.4831500979065937,0.0005722133211261138,0.2007326007326009,0.20920135900788217,0.9082686202686212,66
0.010999202728271484,1.536356703450868,0.0005722133211261138,0.27985347985347975,0.23044007565842847,1.000478632478633,66
0.011999130249023438,1.570200909753412,0.0013351644159609322,0.3736263736263732,0.24955492064392018,1.0834676434676438,66
0.01299905776977539,1.5858985164102752,0.0017166399633783413,0.44981684981685,0.26866976562941186,1.1664566544566544,66
0.013998985290527344,1.5851289476790482,0.0020981155107957505,0.5465201465201464,0.2856607389498489,1.240224664224664,66
0.014998912811279297,1.5699692231894748,0.002861066605630569,0.6578754578754582,0.2899084822799582,1.2586666666666666,66
0.01599884033203125,1.542815391430533,0.0036240177004653873,0.7194139194139195,0.3047755839353406,1.3232136752136747,66
0.016998767852783203,1.5062941809455972,0.004768444342717615,0.9128205128205131,0.3068994556003952,1.332434676434676,66
0.017998695373535156,1.4631679526575674,0.005912870984969842,1.024175824175824,0.2899084822799582,1.2586666666666666,66
0.01899862289428711,1.4162362586399575,0.00705729762722207,1.0564102564102562,0.29415622561006743,1.2771086691086686,66
0.019998550415039062,1.3682374203624663,0.008201724269474298,1.243956043956044,0.2920323539450128,1.2678876678876676,66
0.020998477935791016,1.3217535293239024,0.009346150911726525,1.3289377289377287,0.3068994556003952,1.332434676434676,66
0.02199840545654297,1.279122145459289,0.010872053101396162,1.355311355311355,0.24105943398370164,1.046583638583639,66
0.022998332977294922,1.2423577282384675,0.012397955291065799,1.534065934065934,0.2580504073041387,1.1203516483516485,66
0.023998260498046875,1.2130854903224908,0.013923857480735435,1.5956043956043953,0.2601742789691933,1.1295726495726497,66
0.024998188018798828,1.192489925979139,0.01583123521782248,1.7421245421245422,0.24955492064392018,1.0834676434676438,66
0.02599811553955078,1.1812797513405724,0.017738612954909527,1.786080586080586,0.24105943398370164,1.046583638583639,66
0.026998043060302734,1.179670418844167,0.019645990691996573,1.8007326007326006,0.23256394732348312,1.0096996336996342,66
0.027997970581054688,1.1873847537160023,0.02155336842908362,1.9824175824175825,0.24318330564875626,1.0558046398046401,66
0.02899789810180664,1.203671627387014,0.023460746166170665,2.032234432234432,0.24105943398370164,1.046583638583639,66
0.029997825622558594,1.2273419531609668,0.02574959945067512,2.0234432234432234,0.2240684606632646,0.9728156288156297,66
0.030997753143310547,1.256820685046907,0.028038452735179575,2.213919413919413,0.23256394732348312,1.0096996336996342,66
0.0319976806640625,1.290212942320988,0.02994583047226662,2.2080586080586073,0.22619233232831923,0.9820366300366307,66
0.03299760818481445,1.3253818893951546,0.032234683756771076,2.249084249084248,0.2368116906535924,1.0281416361416367,66
0.033997535705566406,1.3600355899865542,0.03490501258869294,2.4395604395604398,0.23893556231864704,1.0373626373626381,66
0.03499746322631836,1.3918197405985002,0.037575341420614805,2.4893772893772894,0.23893556231864704,1.0373626373626381,66
0.03599739074707031,1.4184129818017592,0.03986419470511926,2.5626373626373624,0.24743104897886553,1.0742466422466426,66
0.036997318267822266,1.4376213938933544,0.042534523537041125,2.545054945054945,0.2559265356390841,1.1111306471306475,66
0.03799724578857422,1.4474688094003265,0.04520485236896299,2.6417582417582413,0.2601742789691933,1.1295726495726497,66
0.03899717330932617,1.4462797177115463,0.04825665674830226,2.9582417582417584,0.2644220222993026,1.1480146520146521,66
0.039997100830078125,1.4327517919470638,0.051308461127641536,2.9142857142857146,0.2707936372944665,1.1756776556776558,66
0.04099702835083008,1.4060154262286355,0.0539787899595634,2.9113553113553117,0.279289123954685,1.2125616605616605,66
0.04199695587158203,1.36567812044807,0.05741206988632008,3.157509157509157,0.28141299561973965,1.2217826617826615,66
0.042996883392333984,1.3118520739532826,0.060463874265659356,3.154578754578754,0.2750413806245758,1.194119658119658,66
0.04399681091308594,1.2451639311910905,0.06427862973983345,3.4681318681318682,0.26654589396435724,1.1572356532356534,66
0.04499673843383789,1.1667462411848226,0.06694895857175531,3.3069597069597076,0.2707936372944665,1.1756776556776558,66
0.045996665954589844,1.0782108274187205,0.0707637140459294,3.6058608058608055,0.2644220222993026,1.1480146520146521,66
0.0469965934753418,0.9816048933325598,0.07419699397268609,3.553113553113553,0.2538026639740294,1.101909645909646,66
0.04799652099609375,0.8793512894854135,0.07801174944686018,3.5355311355311354,0.24105943398370164,1.046583638583639,66
0.0489964485168457,0.7741749207665304,0.08182650492103427,3.805128205128206,0.22194458899820996,0.9635946275946283,66
0.049996376037597656,0.6690177567223183,0.08564126039520836,3.761172161172162,0.198582000682609,0.8621636141636152,66
0.05099630355834961,0.5669453083677854,0.08945601586938245,4.030769230769231,0.19645812901755438,0.8529426129426142,66
0.05199623107910156,0.4710477369010351,0.09327077134355655,3.9604395604395606,0.1688477973718442,0.7330695970695986,66
0.052996158599853516,0.38433895306751686,0.09708552681773064,3.863736263736264,0.15822843904657102,0.6869645909645927,66
0.05399608612060547,0.30965714379995857,0.10128175783932214,4.124542124542124,0.12637036407075058,0.5486495726495707,66
0.05499601364135742,0.24957012244172005,0.10547798886091364,4.051282051282051,0.10937939075031353,0.4748815628815612,66
0.055995941162109375,0.20628874167115116,0.10929274433508773,3.8959706959706963,0.0945122890949311,0.41033455433455285,66
0.05699586868286133,0.18159133953618414,0.11348897535667923,4.224175824175823,0.07752131577449405,0.33656654456654334,66
0.05799579620361328,0.1767618179800579,0.11768520637827073,4.063003663003663,0.06265421411911164,0.2720195360195351,66
0.058995723724365234,0.19254349261657724,0.12149996185244483,3.9223443223443226,0.07539744410943942,0.3273455433455422,66
0.05999565124511719,0.2291103181118292,0.12569619287403633,4.191941391941391,0.039291625803510685,0.170588522588522,66
0.06099557876586914,0.28605650370837915,0.13027389944304524,3.978021978021978,0.04353936913361994,0.18903052503052434,66
0.061995506286621094,0.36240490845905643,0.13408865491721933,4.232967032967032,0.03292001080834679,0.1429255189255184,66
0.06299543380737305,0.4566339671051576,0.13828488593881083,4.297435897435898,0.04353936913361994,0.18903052503052434,66
0.063995361328125,0.5667222671957621,0.14248111696040233,4.174358974358974,0.03716775413845605,0.16136752136752078,66
0.06499528884887695,0.6902092976744759,0.14629587243457642,4.045421245421245,0.0669019574492209,0.29046153846153744,66
0.0659952163696289,0.8242703394001376,0.15087357900358533,4.244688644688644,0.07539744410943942,0.3273455433455422,66
0.06699514389038086,0.9658029878193686,0.15468833447775943,4.194871794871794,0.06477808578416626,0.2812405372405362,66
0.06799507141113281,1.1115224037783562,0.15926604104676834,4.197802197802197,0.11787487741053206,0.511765567765566,66
0.06899499893188477,1.2580620937933857,0.16308079652094243,4.300366300366301,0.13061810740085983,0.567091575091573,66
0.06999492645263672,1.4020768361098006,0.16727702754253393,4.235897435897435,0.14548520905624324,0.6316385836385856,66
0.07099485397338867,1.540344299904997,0.17147325856412543,4.127472527472527,0.1773432840320627,0.7699536019536034,66
0.07199478149414062,1.6698619543745248,0.17605096513313434,4.473260073260073,0.18159102736217198,0.7883956043956059,66
0.07299470901489258,1.7879360304468657,0.18062867170214325,4.37948717948718,0.1709716690368988,0.7422905982905998,66
0.07399463653564453,1.8922595747510602,0.18520637827115216,4.663736263736263,0.18159102736217198,0.7883956043956059,66
0.07499456405639648,1.9809770136433202,0.18978408484016107,4.572893772893773,0.1624761823766803,0.7054065934065952,66
0.07599449157714844,2.0527331115276537,0.19398031586175257,4.461538461538462,0.1157510057454774,0.5025445665445647,66
0.07699441909790039,2.106704746287592,0.1989394979781789,4.772161172161173,0.14123746572613396,0.6131965811965832,66
0.07799434661865234,2.142614516805186,0.2035172045471878,4.637362637362637,0.11150326241536816,0.4841025641025624,66
0.0789942741394043,2.1607258228619255,0.2080949111161967,4.552380952380952,0.10513164742020427,0.4564395604395588,66
0.07999420166015625,2.1618196946385897,0.21305409323262303,4.842490842490843,0.09876003242504038,0.4287765567765553,66
0.0809941291809082,2.147154275607865,0.21763179980163194,4.698901098901098,0.0669019574492209,0.29046153846153744,66
0.08199405670166016,2.118408457257419,0.22259098191805826,5.021245421245421,0.10300777575514963,0.44721855921855763,66
0.08299398422241211,2.0776117063119006,0.22716868848706717,4.90989010989011,0.07964518743954868,0.34578754578754456,66
0.08399391174316406,2.0270625962723456,0.2321278706034935,4.73113553113553,0.05628259912394774,0.2443565323565315,66
0.08499383926391602,1.9692389389496403,0.2370870527199198,5.024175824175824,0.0669019574492209,0.29046153846153744,66
0.08599376678466797,1.9067026950391164,0.24166475928892872,4.8981684981684985,0.013805165822855105,0.059936507936507726,66
0.08699369430541992,1.8420030159397955,0.24624246585793763,4.654945054945054,0.04991098412878384,0.21669352869352793,66
0.08799362182617188,1.7775808260433297,0.25158312352178314,5.003663003663004,0.030796139143292156,0.13370451770451722,66
0.08899354934692383,1.7156782936919126,0.25616083009079205,4.816117216117217,0.024424524148128263,0.10604151404151366,66
0.08999347686767578,1.6582563620934416,0.26073853665980096,4.643223443223443,0.03504388247340142,0.1521465201465196,66
0.09099340438842773,1.6069232248474234,0.2660791943236447,4.9743589743589745,0.024424524148128263,0.10604151404151366,66
0.09199333190917969,1.5628762443244173,0.2706569008926536,4.801465201465202,0.05415872745889311,0.2351355311355303,66
0.09299325942993164,1.526859338346017,0.2759975585564973,5.141391941391941,0.026548395813182895,0.11526251526251485,66
0.0939931869506836,1.4991373178029557,0.28057526512550623,4.918681318681319,0.03504388247340142,0.1521465201465196,66
0.09499311447143555,1.4794880638130883,0.28515297169451514,4.775091575091576,0.013805165822855105,0.059936507936507726,66
0.0959930419921875,1.4672128083130094,0.2904936293583589,5.003663003663004,0.005309679162636579,0.02305250305250297,66
0.09699296951293945,1.4611641482093454,0.2950713359273678,4.83956043956044,0.0669019574492209,0.29046153846153744,66
0.0979928970336914,1.4597908023126636,0.2996490424963767,4.701831501831501,-0.0010619358325273157,-0.004610500610500594,66
0.09899282455444336,1.4611975337185081,0.3049897001602204,4.962637362637363,0.009557422492745842,0.04149450549450534,66
