=== 実験 005: システム同定用 multi-sine 励振信号 ===
モーター: AK45-36 (ID: 1)
基準周波数: 4.0 Hz, 基準振幅: 0.9 Nm (瞬時最大: 1.710 Nm)
記録時間: 10.0 秒, サンプリング周期: 0.001 秒 (1000 Hz)
安全上限: 位置=3.14 rad, 速度=6.0 rad/s, トルク=10.0 Nm
ログ保存先: /home/pi/Research/y25m060_20260212/TMotorCANControl/my_ak45/Mujoco/data/raw/exp005_sysid_excitation_1786559877
==================================================
デバイスを初期化: AK45-36  ID: 1
Initializing CAN Manager
Connected on: socketcan channel 'can0'
デバイス制御を開始: AK45-36  ID: 1
位置ゼロ化を実行中...
ゼロ化完了
励振開始...
経過時間: 0.00 秒 | 指令トルク: 0.119 Nm | 実測トルク: -0.014 Nm | 位置: 0.089 rad | 速度: -0.028 rad/s
経過時間: 2.50 秒 | 指令トルク: 0.097 Nm | 実測トルク: -0.226 Nm | 位置: 0.695 rad | 速度: -3.269 rad/s
経過時間: 2.60 秒 | 指令トルク: 0.878 Nm | 実測トルク: 0.779 Nm | 位置: 0.661 rad | 速度: 2.413 rad/s
経過時間: 2.70 秒 | 指令トルク: -1.480 Nm | 実測トルク: -1.286 Nm | 位置: 0.801 rad | 速度: -1.229 rad/s
経過時間: 2.80 秒 | 指令トルク: 0.999 Nm | 実測トルク: 0.595 Nm | 位置: 0.577 rad | 速度: -1.048 rad/s
経過時間: 2.90 秒 | 指令トルク: -0.583 Nm | 実測トルク: -0.364 Nm | 位置: 0.746 rad | 速度: 2.155 rad/s
経過時間: 3.00 秒 | 指令トルク: -0.726 Nm | 実測トルク: -0.752 Nm | 位置: 0.641 rad | 速度: -2.744 rad/s
経過時間: 3.10 秒 | 指令トルク: 0.725 Nm | 実測トルク: 0.613 Nm | 位置: 0.586 rad | 速度: 1.768 rad/s
経過時間: 3.20 秒 | 指令トルク: -1.223 Nm | 実測トルク: -0.871 Nm | 位置: 0.712 rad | 速度: -0.778 rad/s
経過時間: 3.30 秒 | 指令トルク: 0.260 Nm | 実測トルク: 0.106 Nm | 位置: 0.511 rad | 速度: -0.585 rad/s
経過時間: 3.40 秒 | 指令トルク: -0.233 Nm | 実測トルク: -0.051 Nm | 位置: 0.690 rad | 速度: 2.056 rad/s
経過時間: 3.50 秒 | 指令トルク: -0.515 Nm | 実測トルク: -0.309 Nm | 位置: 0.609 rad | 速度: -2.021 rad/s
経過時間: 3.60 秒 | 指令トルク: 0.282 Nm | 実測トルク: 0.263 Nm | 位置: 0.590 rad | 速度: 2.035 rad/s
経過時間: 3.70 秒 | 指令トルク: -0.447 Nm | 実測トルク: -0.189 Nm | 位置: 0.730 rad | 速度: -0.784 rad/s
経過時間: 3.80 秒 | 指令トルク: 0.357 Nm | 実測トルク: 0.410 Nm | 位置: 0.559 rad | 速度: 0.122 rad/s
経過時間: 3.90 秒 | 指令トルク: -0.311 Nm | 実測トルク: -0.198 Nm | 位置: 0.735 rad | 速度: 1.493 rad/s
経過時間: 4.00 秒 | 指令トルク: 0.435 Nm | 実測トルク: 0.429 Nm | 位置: 0.627 rad | 速度: -2.451 rad/s
経過時間: 4.10 秒 | 指令トルク: 0.164 Nm | 実測トルク: 0.254 Nm | 位置: 0.602 rad | 速度: 2.381 rad/s
経過時間: 4.20 秒 | 指令トルク: -0.231 Nm | 実測トルク: -0.318 Nm | 位置: 0.730 rad | 速度: -1.563 rad/s
経過時間: 4.30 秒 | 指令トルク: 1.153 Nm | 実測トルク: 1.000 Nm | 位置: 0.533 rad | 速度: 0.016 rad/s
経過時間: 4.40 秒 | 指令トルク: -0.710 Nm | 実測トルク: -0.632 Nm | 位置: 0.708 rad | 速度: 1.613 rad/s
経過時間: 4.50 秒 | 指令トルク: 0.803 Nm | 実測トルク: 0.447 Nm | 位置: 0.602 rad | 速度: -2.859 rad/s
経過時間: 4.60 秒 | 指令トルク: 0.534 Nm | 実測トルク: 0.521 Nm | 位置: 0.585 rad | 速度: 2.835 rad/s
経過時間: 4.70 秒 | 指令トルク: -0.877 Nm | 実測トルク: -0.936 Nm | 位置: 0.728 rad | 速度: -1.660 rad/s
経過時間: 4.80 秒 | 指令トルク: 1.542 Nm | 実測トルク: 1.056 Nm | 位置: 0.525 rad | 速度: -0.400 rad/s
経過時間: 4.90 秒 | 指令トルク: -0.877 Nm | 実測トルク: -0.715 Nm | 位置: 0.714 rad | 速度: 2.261 rad/s
経過時間: 5.00 秒 | 指令トルク: 0.076 Nm | 実測トルク: -0.290 Nm | 位置: 0.622 rad | 速度: -3.075 rad/s
経過時間: 5.10 秒 | 指令トルク: 0.878 Nm | 実測トルク: 0.715 Nm | 位置: 0.598 rad | 速度: 2.466 rad/s
経過時間: 5.20 秒 | 指令トルク: -1.488 Nm | 実測トルク: -1.249 Nm | 位置: 0.751 rad | 速度: -1.150 rad/s
経過時間: 5.30 秒 | 指令トルク: 0.984 Nm | 実測トルク: 0.595 Nm | 位置: 0.542 rad | 速度: -0.936 rad/s
経過時間: 5.40 秒 | 指令トルク: -0.578 Nm | 実測トルク: -0.373 Nm | 位置: 0.721 rad | 速度: 2.296 rad/s
経過時間: 5.50 秒 | 指令トルク: -0.737 Nm | 実測トルク: -0.761 Nm | 位置: 0.636 rad | 速度: -2.607 rad/s
経過時間: 5.60 秒 | 指令トルク: 0.722 Nm | 実測トルク: 0.687 Nm | 位置: 0.593 rad | 速度: 1.918 rad/s
経過時間: 5.70 秒 | 指令トルク: -1.215 Nm | 実測トルク: -0.844 Nm | 位置: 0.732 rad | 速度: -0.658 rad/s
経過時間: 5.80 秒 | 指令トルク: 0.255 Nm | 実測トルク: 0.171 Nm | 位置: 0.547 rad | 速度: -0.453 rad/s
経過時間: 5.90 秒 | 指令トルク: -0.225 Nm | 実測トルク: -0.014 Nm | 位置: 0.738 rad | 速度: 2.006 rad/s
経過時間: 6.00 秒 | 指令トルク: -0.506 Nm | 実測トルク: -0.263 Nm | 位置: 0.664 rad | 速度: -2.047 rad/s
経過時間: 6.10 秒 | 指令トルク: 0.285 Nm | 実測トルク: 0.383 Nm | 位置: 0.637 rad | 速度: 2.047 rad/s
経過時間: 6.20 秒 | 指令トルク: -0.436 Nm | 実測トルク: -0.263 Nm | 位置: 0.767 rad | 速度: -0.881 rad/s
経過時間: 6.30 秒 | 指令トルク: 0.368 Nm | 実測トルク: 0.438 Nm | 位置: 0.585 rad | 速度: -0.034 rad/s
経過時間: 6.40 秒 | 指令トルク: -0.307 Nm | 実測トルク: -0.161 Nm | 位置: 0.752 rad | 速度: 1.408 rad/s
経過時間: 6.50 秒 | 指令トルク: 0.446 Nm | 実測トルク: 0.355 Nm | 位置: 0.648 rad | 速度: -2.252 rad/s
経過時間: 6.60 秒 | 指令トルク: 0.173 Nm | 実測トルク: 0.244 Nm | 位置: 0.617 rad | 速度: 2.460 rad/s
経過時間: 6.70 秒 | 指令トルク: -0.233 Nm | 実測トルク: -0.309 Nm | 位置: 0.740 rad | 速度: -1.719 rad/s
経過時間: 6.80 秒 | 指令トルク: 1.163 Nm | 実測トルク: 0.954 Nm | 位置: 0.538 rad | 速度: -0.054 rad/s
経過時間: 6.90 秒 | 指令トルク: -0.711 Nm | 実測トルク: -0.567 Nm | 位置: 0.710 rad | 速度: 1.552 rad/s
経過時間: 7.00 秒 | 指令トルク: 0.795 Nm | 実測トルク: 0.420 Nm | 位置: 0.599 rad | 速度: -3.140 rad/s
経過時間: 7.10 秒 | 指令トルク: 0.541 Nm | 実測トルク: 0.521 Nm | 位置: 0.574 rad | 速度: 2.779 rad/s
経過時間: 7.20 秒 | 指令トルク: -0.892 Nm | 実測トルク: -0.936 Nm | 位置: 0.717 rad | 速度: -1.701 rad/s
経過時間: 7.30 秒 | 指令トルク: 1.535 Nm | 実測トルク: 1.166 Nm | 位置: 0.509 rad | 速度: -0.579 rad/s
経過時間: 7.40 秒 | 指令トルク: -0.877 Nm | 実測トルク: -0.622 Nm | 位置: 0.700 rad | 速度: 2.270 rad/s
経過時間: 7.50 秒 | 指令トルク: 0.054 Nm | 実測トルク: -0.263 Nm | 位置: 0.608 rad | 速度: -3.090 rad/s
経過時間: 7.60 秒 | 指令トルク: 0.878 Nm | 実測トルク: 0.742 Nm | 位置: 0.574 rad | 速度: 2.352 rad/s
経過時間: 7.70 秒 | 指令トルク: -1.497 Nm | 実測トルク: -1.379 Nm | 位置: 0.719 rad | 速度: -1.177 rad/s
経過時間: 7.80 秒 | 指令トルク: 0.968 Nm | 実測トルク: 0.586 Nm | 位置: 0.497 rad | 速度: -1.065 rad/s
経過時間: 7.90 秒 | 指令トルク: -0.572 Nm | 実測トルク: -0.346 Nm | 位置: 0.665 rad | 速度: 2.179 rad/s
経過時間: 8.00 秒 | 指令トルク: -0.747 Nm | 実測トルク: -0.733 Nm | 位置: 0.571 rad | 速度: -2.633 rad/s
経過時間: 8.10 秒 | 指令トルク: 0.720 Nm | 実測トルク: 0.613 Nm | 位置: 0.518 rad | 速度: 1.903 rad/s
経過時間: 8.20 秒 | 指令トルク: -1.208 Nm | 実測トルク: -0.853 Nm | 位置: 0.653 rad | 速度: -0.588 rad/s
経過時間: 8.30 秒 | 指令トルク: 0.251 Nm | 実測トルク: 0.124 Nm | 位置: 0.471 rad | 速度: -0.479 rad/s
経過時間: 8.40 秒 | 指令トルク: -0.216 Nm | 実測トルク: -0.005 Nm | 位置: 0.664 rad | 速度: 2.138 rad/s
経過時間: 8.50 秒 | 指令トルク: -0.497 Nm | 実測トルク: -0.254 Nm | 位置: 0.595 rad | 速度: -1.979 rad/s
経過時間: 8.60 秒 | 指令トルク: 0.288 Nm | 実測トルク: 0.337 Nm | 位置: 0.579 rad | 速度: 2.082 rad/s
経過時間: 8.70 秒 | 指令トルク: -0.424 Nm | 実測トルク: -0.290 Nm | 位置: 0.722 rad | 速度: -0.769 rad/s
経過時間: 8.80 秒 | 指令トルク: 0.379 Nm | 実測トルク: 0.493 Nm | 位置: 0.550 rad | 速度: 0.107 rad/s
経過時間: 8.90 秒 | 指令トルク: -0.303 Nm | 実測トルク: -0.161 Nm | 位置: 0.723 rad | 速度: 1.519 rad/s
経過時間: 9.00 秒 | 指令トルク: 0.456 Nm | 実測トルク: 0.466 Nm | 位置: 0.617 rad | 速度: -2.413 rad/s
経過時間: 9.10 秒 | 指令トルク: 0.182 Nm | 実測トルク: 0.290 Nm | 位置: 0.593 rad | 速度: 2.440 rad/s
経過時間: 9.20 秒 | 指令トルク: -0.236 Nm | 実測トルク: -0.281 Nm | 位置: 0.725 rad | 速度: -1.584 rad/s
経過時間: 9.30 秒 | 指令トルク: 1.173 Nm | 実測トルク: 1.000 Nm | 位置: 0.533 rad | 速度: 0.089 rad/s
経過時間: 9.40 秒 | 指令トルク: -0.713 Nm | 実測トルク: -0.604 Nm | 位置: 0.720 rad | 速度: 1.736 rad/s
経過時間: 9.50 秒 | 指令トルク: 0.786 Nm | 実測トルク: 0.438 Nm | 位置: 0.619 rad | 速度: -2.947 rad/s
経過時間: 9.60 秒 | 指令トルク: 0.547 Nm | 実測トルク: 0.539 Nm | 位置: 0.603 rad | 速度: 2.727 rad/s
経過時間: 9.70 秒 | 指令トルク: -0.907 Nm | 実測トルク: -1.056 Nm | 位置: 0.748 rad | 速度: -1.722 rad/s
経過時間: 9.80 秒 | 指令トルク: 1.528 Nm | 実測トルク: 1.093 Nm | 位置: 0.539 rad | 速度: -0.541 rad/s
経過時間: 9.90 秒 | 指令トルク: -0.878 Nm | 実測トルク: -0.659 Nm | 位置: 0.727 rad | 速度: 2.308 rad/s
経過時間: 10.00 秒 | 指令トルク: 0.033 Nm | 実測トルク: -0.327 Nm | 位置: 0.635 rad | 速度: -3.242 rad/s
実行時間: 10.00 秒
サンプル数: 実測 10000 / 期待値 10000
デバイス制御を終了: AK45-36  ID: 1
ログ保存完了: /home/pi/Research/y25m060_20260212/TMotorCANControl/my_ak45/Mujoco/data/raw/exp005_sysid_excitation_1786559877
実験 005 完了
