t,wall_time,desired_torque,output_angle,output_velocity,current,output_torque,mosfet_temperature
0.0009999275207519531,0.001218557357788086,0.11862234639147927,0.22526131074998013,0.01318681318681314,0.005309679162636579,0.02305250305250297,68
0.0019998550415039062,0.0021576881408691406,0.23517258538177774,-0.0001907377737087046,-0.01611721611721606,-0.0031858074975819476,-0.013831501831501784,68
0.0029997825622558594,0.003108501434326172,0.3476404402397623,-0.0001907377737087046,-0.03076923076923066,0.005309679162636579,0.02305250305250297,68
0.0039997100830078125,0.004089832305908203,0.4541372303638874,-0.0001907377737087046,0.00146520146520146,0.01805290915296437,0.07837851037851011,68
0.004999637603759766,0.005080223083496094,0.5529515770522676,-0.0001907377737087046,0.01318681318681314,0.04353936913361994,0.18903052503052434,68
0.005999565124511719,0.00608515739440918,0.6425991941318122,-0.0001907377737087046,0.01611721611721606,0.0669019574492209,0.29046153846153744,68
0.006999492645263672,0.0070858001708984375,0.7218651105311067,-0.0001907377737087046,0.06886446886446862,0.08814067409976721,0.3826715506715493,68
0.007999420166015625,0.008086442947387695,0.789836930952679,0.0001907377737087046,0.04542124542124526,0.10300777575514963,0.44721855921855763,68
0.008999347686767578,0.009072065353393555,0.84592804748597,0.0001907377737087046,0.1391941391941396,0.12212262074064131,0.5302075702075684,68
0.009999275207519531,0.010054588317871094,0.8898900587439562,0.0001907377737087046,0.1567765567765571,0.1369897223960247,0.5947545787545808,68
0.010999202728271484,0.011052608489990234,0.9218140220705209,0.0005722133211261138,0.17435897435897463,0.15185682405140713,0.6593015873015892,68
0.011999130249023438,0.012050867080688477,0.9421205458520472,0.000953688868543523,0.23296703296703303,0.15822843904657102,0.6869645909645927,68
0.01299905776977539,0.013049125671386719,0.9515391098461651,0.0013351644159609322,0.3003663003663002,0.1709716690368988,0.7422905982905998,68
0.013998985290527344,0.014048576354980469,0.9510773686074289,0.0017166399633783413,0.3589743589743586,0.17309554070195343,0.7515115995116011,68
0.014998912811279297,0.015047788619995117,0.9419815339136849,0.0020981155107957505,0.4087912087912091,0.17521941236700808,0.7607326007326023,68
0.01599884033203125,0.016048431396484375,0.9256892348583199,0.0024795910582131597,0.5289377289377288,0.1900865140223905,0.8252796092796105,68
0.016998767852783203,0.01704859733581543,0.9037765085673584,0.003242542153047978,0.558241758241758,0.18583877069228122,0.8068376068376081,68
0.017998695373535156,0.018047809600830078,0.8779007715945405,0.0036240177004653873,0.6197802197802194,0.1773432840320627,0.7699536019536034,68
0.01899862289428711,0.01904892921447754,0.8497417551839745,0.004386968795300206,0.7252747252747254,0.18583877069228122,0.8068376068376081,68
0.019998550415039062,0.02004718780517578,0.8209424522174799,0.005149919890135024,0.7076923076923078,0.18583877069228122,0.8068376068376081,68
0.020998477935791016,0.021047592163085938,0.7930521175943415,0.005912870984969842,0.775091575091575,0.1561045673815164,0.6777435897435916,68
0.02199840545654297,0.022049427032470703,0.7674732872755733,0.00705729762722207,0.8688644688644684,0.16672392570678954,0.7238485958485975,68
0.022998332977294922,0.02306199073791504,0.7454146369430805,0.007820248722056888,0.9128205128205131,0.16035231071162565,0.696185592185594,68
0.023998260498046875,0.024059295654296875,0.7278512941934945,0.008964675364309116,0.9860805860805861,0.16672392570678954,0.7238485958485975,68
0.024998188018798828,0.02505183219909668,0.7154939555874834,0.009727626459143934,0.9743589743589745,0.14548520905624324,0.6316385836385856,68
0.02599811553955078,0.026050090789794922,0.7087678508043433,0.010872053101396162,1.0358974358974358,0.14760908072129786,0.6408595848595867,68
0.026998043060302734,0.027048349380493164,0.7078022513065002,0.01201647974364839,1.0769230769230766,0.1348658507309691,0.5855335775335754,68
0.027997970581054688,0.02804708480834961,0.7124308522296013,0.013160906385900617,1.1765567765567768,0.13274197906591448,0.5763125763125743,68
0.02899789810180664,0.02904653549194336,0.7222029764322084,0.014305333028152845,1.2117216117216119,0.13911359406107934,0.6039755799755822,68
